cliente_id,idade,renda_familiar,regiao,escolaridade,tem_negocio_proprio,score_credito,data_cadastro,usa_orientacao_financeira
154,48,2132.09,Baixada,Fundamental,True,474,2024-06-24,False
155,48,1802.86,Zona Sul,Fundamental,True,505,2024-02-08,False
156,42,1658.62,Zona Norte,Médio,False,515,2024-08-23,True
157,46,2093.6,Zona Norte,Médio,False,399,2024-06-28,True
158,48,2663.56,Zona Norte,Fundamental,False,486,2024-10-27,True
159,42,1213.14,Zona Leste,Médio,False,494,2024-12-29,True
160,39,3574.34,Zona Leste,Fundamental,True,616,2024-02-02,True
161,36,1247.5,Zona Oeste,Fundamental,False,522,2024-01-15,True
162,43,2607.62,Zona Norte,Médio,False,634,2024-04-03,False
163,25,2666.42,Zona Norte,Médio,True,512,2024-08-30,True
164,38,5573.05,Zona Norte,Médio,True,414,2024-01-25,True
165,29,1795.47,Zona Norte,Fundamental,True,401,2024-06-07,False
166,32,1002.26,Zona Norte,Técnico,True,508,2024-03-31,True
167,42,1901.42,Zona Leste,Médio,False,472,2024-09-11,True
168,44,3712.22,Zona Sul,Médio,False,563,2024-01-12,True
169,38,5267.54,Zona Norte,Superior,False,530,2024-09-08,False
170,36,3846.89,Zona Leste,Fundamental,False,535,2024-05-01,False
171,33,4062.41,Zona Sul,Médio,False,510,2024-03-16,True
172,34,2801.8,Zona Sul,Médio,False,536,2024-05-19,False
173,53,800.0,Zona Oeste,Fundamental,False,557,2024-04-30,False
174,27,3499.3,Baixada,Médio,False,464,2024-06-21,False
175,43,4862.38,Zona Sul,Superior,True,573,2024-01-14,True
176,32,2987.66,Zona Leste,Médio,False,570,2024-05-07,True
177,33,6323.58,Zona Sul,Fundamental,True,577,2024-09-04,True
178,53,2755.81,Zona Leste,Fundamental,False,506,2024-11-26,False
179,47,1493.47,Zona Leste,Superior,False,578,2024-02-04,False
180,29,1466.31,Zona Leste,Médio,True,466,2024-06-02,True
181,33,3627.8,Zona Norte,Médio,False,533,2024-01-18,True
182,32,2529.56,Zona Leste,Fundamental,False,540,2024-03-25,True
183,43,2946.79,Zona Oeste,Técnico,False,518,2024-09-30,True
184,36,3679.92,Zona Oeste,Médio,True,423,2024-01-18,False
185,32,5481.33,Zona Oeste,Médio,False,601,2024-02-24,False
186,43,2240.75,Zona Sul,Fundamental,True,475,2024-11-30,True
187,40,2706.43,Zona Sul,Superior,False,619,2024-04-14,False
188,42,2370.72,Zona Sul,Superior,False,303,2024-12-07,False
189,35,3198.16,Zona Sul,Superior,False,501,2024-02-01,False
190,37,2185.36,Zona Sul,Superior,False,481,2024-01-05,False
191,28,1402.37,Zona Norte,Médio,True,507,2024-01-09,True
192,36,3204.55,Zona Norte,Técnico,True,482,2024-10-18,False
193,39,1356.3,Zona Leste,Médio,False,430,2024-03-14,True
194,44,1143.98,Baixada,Fundamental,False,579,2024-05-05,False
195,37,3323.25,Zona Norte,Técnico,False,685,2024-04-04,True
196,47,1743.94,Zona Leste,Fundamental,True,567,2024-12-25,True
197,42,2790.47,Zona Norte,Médio,True,594,2024-05-12,True
198,30,5109.37,Grande ABC,Médio,False,488,2024-01-13,True
199,48,1126.69,Baixada,Médio,False,492,2024-03-04,False
200,43,2177.28,Zona Leste,Médio,False,409,2024-02-01,False
201,41,982.95,Zona Leste,Técnico,True,613,2024-02-04,True
202,37,1442.46,Grande ABC,Fundamental,True,514,2024-09-25,False
203,33,1863.3,Zona Norte,Médio,False,572,2024-03-26,False
204,52,1788.96,Zona Leste,Médio,False,615,2024-01-16,False
205,36,4534.64,Zona Leste,Fundamental,True,546,2024-03-07,True
206,42,2147.71,Zona Sul,Médio,True,450,2024-03-13,True
207,27,1470.64,Zona Leste,Superior,True,386,2024-09-25,True
208,44,4547.45,Zona Oeste,Superior,True,613,2024-02-28,False
209,43,1650.45,Zona Leste,Médio,False,538,2024-08-25,True
210,28,1081.39,Zona Leste,Fundamental,False,460,2024-03-14,False
211,50,1598.1,Zona Oeste,Técnico,True,470,2024-01-28,True
212,32,2601.98,Zona Sul,Médio,False,418,2024-09-04,True
213,50,1732.52,Zona Leste,Médio,True,518,2024-10-08,True
214,43,1703.15,Baixada,Fundamental,False,435,2024-04-19,True
215,48,3136.76,Zona Leste,Técnico,True,459,2024-05-05,True
216,42,4894.69,Zona Norte,Fundamental,False,501,2024-12-19,False
217,31,3191.81,Zona Oeste,Fundamental,True,595,2024-12-21,True
218,33,2493.88,Zona Oeste,Técnico,True,452,2024-05-04,False
219,30,2604.0,Zona Leste,Médio,False,477,2024-09-07,False
220,44,2316.95,Zona Norte,Médio,False,384,2024-04-15,True
221,41,1605.07,Zona Oeste,Médio,False,468,2024-10-25,True
222,32,2427.25,Zona Norte,Fundamental,False,525,2024-02-07,True
223,39,6091.16,Zona Sul,Superior,False,533,2024-01-18,True
224,36,1921.29,Grande ABC,Fundamental,False,524,2024-12-22,True
225,50,2249.03,Zona Norte,Fundamental,False,548,2024-05-26,False
226,39,3658.01,Zona Oeste,Médio,False,488,2024-11-18,False
227,41,3205.12,Zona Norte,Fundamental,True,704,2024-05-10,True
228,33,2746.2,Zona Norte,Técnico,False,460,2024-10-24,False
229,37,2034.88,Grande ABC,Médio,False,513,2024-10-10,True
230,31,2332.78,Zona Norte,Médio,True,538,2024-05-02,True
231,39,1439.42,Zona Sul,Fundamental,True,570,2024-05-22,True
232,53,3260.82,Baixada,Fundamental,True,519,2024-12-28,True
233,41,4060.94,Zona Oeste,Fundamental,True,576,2024-06-07,True
234,45,1881.96,Zona Oeste,Superior,True,488,2024-02-16,False
235,43,3835.93,Zona Sul,Superior,False,426,2024-11-01,False
236,47,1943.21,Grande ABC,Superior,True,641,2024-11-04,False
237,27,1655.36,Zona Leste,Técnico,False,685,2024-12-19,True
238,54,3125.81,Zona Norte,Fundamental,False,557,2024-05-14,False
239,34,2476.07,Zona Norte,Fundamental,True,584,2024-01-08,True
240,28,2633.64,Zona Norte,Médio,False,549,2024-06-03,False
241,45,800.0,Zona Oeste,Médio,False,488,2024-07-18,False
242,35,1650.75,Zona Oeste,Superior,True,578,2024-11-06,True
243,28,2217.96,Zona Leste,Médio,False,621,2024-06-07,False
244,48,4150.43,Zona Oeste,Técnico,True,573,2024-04-06,False
245,37,3294.24,Zona Norte,Superior,False,644,2024-02-10,True
246,32,3246.97,Zona Sul,Superior,False,511,2024-10-19,True
247,41,2996.17,Zona Norte,Médio,False,491,2024-08-13,True
248,54,2567.7,Zona Norte,Fundamental,True,449,2024-01-29,True
249,39,1154.05,Zona Oeste,Fundamental,True,530,2024-10-11,True
250,34,2439.27,Zona Sul,Médio,False,545,2024-10-16,False
251,41,4612.19,Zona Norte,Fundamental,False,544,2024-02-23,True
252,25,4013.43,Zona Leste,Fundamental,True,427,2024-05-19,False
253,30,2224.64,Zona Norte,Médio,True,442,2024-08-24,True
254,33,1196.88,Zona Oeste,Técnico,True,434,2024-05-04,True
255,42,2024.47,Grande ABC,Superior,False,443,2024-01-26,False
256,25,2790.71,Zona Norte,Médio,True,537,2024-03-01,True
257,32,874.93,Zona Oeste,Técnico,False,615,2024-03-26,True
258,42,1569.77,Zona Leste,Superior,False,425,2024-06-23,False
259,36,1892.89,Zona Leste,Médio,False,431,2024-02-08,True
260,51,2534.13,Zona Norte,Fundamental,True,522,2024-01-01,True
261,37,4258.26,Zona Oeste,Médio,False,480,2024-08-25,False
262,40,1604.7,Zona Oeste,Médio,True,508,2024-03-01,True
263,32,4556.26,Zona Leste,Médio,True,514,2024-06-30,True
264,31,1941.8,Zona Oeste,Médio,True,483,2024-03-29,True
265,50,1603.32,Zona Leste,Técnico,False,600,2024-11-10,True
266,45,4716.08,Zona Leste,Médio,True,526,2024-06-25,True
267,35,2742.46,Zona Leste,Fundamental,False,474,2024-01-20,True
268,30,5279.55,Grande ABC,Superior,True,528,2024-11-16,False
269,32,2797.64,Zona Norte,Fundamental,False,491,2024-12-25,False
270,53,2222.63,Zona Sul,Médio,True,551,2024-01-14,True
271,47,4990.6,Zona Oeste,Superior,False,638,2024-09-06,True
272,44,2227.51,Zona Norte,Fundamental,False,564,2024-10-14,True
273,43,4405.67,Grande ABC,Fundamental,True,300,2024-09-14,True
274,42,4855.11,Zona Leste,Superior,True,446,2024-05-08,True
275,51,4282.52,Zona Sul,Médio,False,429,2024-07-27,False
276,40,1225.82,Zona Leste,Fundamental,True,368,2024-10-01,True
277,50,4622.73,Zona Leste,Fundamental,True,533,2024-01-22,True
278,34,3315.2,Grande ABC,Médio,False,575,2024-05-06,False
279,42,3452.86,Zona Sul,Superior,True,513,2024-10-29,True
280,32,3701.66,Grande ABC,Médio,True,393,2024-10-07,True
281,44,3592.06,Zona Oeste,Superior,False,549,2024-11-25,False
282,32,1315.81,Zona Sul,Médio,True,494,2024-10-26,True
283,35,4071.92,Zona Leste,Superior,False,448,2024-08-11,False
284,42,2738.12,Grande ABC,Médio,True,367,2024-12-26,True
285,50,1934.83,Zona Sul,Técnico,True,405,2024-07-30,False
286,54,800.0,Zona Sul,Fundamental,False,585,2024-08-19,True
287,36,4110.63,Zona Leste,Superior,False,517,2024-05-27,True
288,29,3432.67,Grande ABC,Médio,False,593,2024-05-04,True
289,31,4563.31,Zona Sul,Técnico,True,451,2024-12-17,True
290,35,1484.93,Zona Sul,Fundamental,False,535,2024-07-13,True
291,49,813.76,Baixada,Médio,False,545,2024-02-22,True
292,33,3439.88,Zona Leste,Médio,False,394,2024-03-24,True
293,43,917.81,Zona Norte,Médio,False,448,2024-08-04,True
294,44,2311.38,Grande ABC,Fundamental,False,536,2024-02-21,True
295,25,3398.23,Zona Norte,Superior,False,493,2024-02-25,True
296,29,6172.26,Zona Oeste,Médio,False,661,2024-01-25,True
297,39,1756.02,Zona Oeste,Médio,False,456,2024-11-28,True
298,48,1633.89,Zona Norte,Fundamental,True,569,2024-09-03,True
299,31,2300.26,Zona Oeste,Fundamental,False,476,2024-03-09,True
300,42,2035.35,Zona Sul,Médio,True,471,2024-04-14,True
301,43,3526.78,Zona Oeste,Médio,True,377,2024-01-17,False
302,25,1991.33,Zona Leste,Técnico,False,508,2024-10-05,True
303,31,2130.44,Zona Norte,Médio,False,506,2024-01-11,False
304,36,3461.85,Zona Leste,Médio,True,539,2024-04-27,False
305,54,3477.53,Zona Sul,Médio,False,535,2024-09-21,True
306,29,1325.99,Zona Leste,Fundamental,True,458,2024-11-19,False
307,43,2985.54,Zona Sul,Médio,False,446,2024-06-20,True
308,36,4158.71,Zona Leste,Médio,True,584,2024-11-08,False
309,44,1435.58,Zona Leste,Médio,False,507,2024-11-04,True
310,35,4011.39,Zona Leste,Técnico,False,549,2024-04-08,True
311,42,5643.9,Zona Norte,Técnico,False,565,2024-02-12,False
312,39,1209.15,Baixada,Médio,False,522,2024-04-11,False
313,31,1170.86,Zona Oeste,Superior,True,530,2024-12-21,True
314,38,3916.18,Zona Leste,Médio,False,519,2024-06-15,False
315,28,2406.41,Zona Sul,Médio,False,517,2024-05-01,False
316,50,3002.25,Zona Oeste,Médio,False,603,2024-04-21,True
317,52,2070.88,Zona Oeste,Médio,True,564,2024-01-30,True
318,49,3441.01,Zona Norte,Fundamental,True,501,2024-06-17,True
319,26,2141.19,Zona Sul,Médio,False,638,2024-04-09,True
320,37,2727.23,Zona Sul,Técnico,True,503,2024-08-20,False
321,40,4036.13,Zona Norte,Médio,False,540,2024-12-10,True
322,40,2533.46,Zona Leste,Superior,False,564,2024-07-17,False
323,43,1784.74,Zona Oeste,Médio,True,516,2024-01-22,True
324,27,3146.73,Zona Leste,Médio,False,451,2024-10-30,False
325,26,1917.77,Zona Oeste,Superior,False,407,2024-04-25,True
326,50,7585.44,Zona Sul,Médio,False,543,2024-12-21,False
327,43,3778.86,Zona Norte,Superior,False,532,2024-03-29,False
328,52,2907.79,Zona Oeste,Médio,False,507,2024-01-02,True
329,51,6168.49,Baixada,Médio,True,628,2024-08-06,True
330,54,2211.55,Zona Leste,Fundamental,False,510,2024-12-04,False
331,54,2705.13,Baixada,Médio,False,583,2024-03-14,True
332,36,1631.26,Zona Sul,Fundamental,True,575,2024-10-07,True
333,39,2553.97,Grande ABC,Superior,True,549,2024-07-17,True
334,49,3916.91,Zona Norte,Médio,True,541,2024-09-17,False
335,51,2333.17,Zona Norte,Fundamental,False,570,2024-04-04,True
336,37,3921.6,Zona Oeste,Técnico,False,371,2024-01-06,True
337,43,2170.14,Zona Leste,Fundamental,False,599,2024-08-20,False
338,32,3260.02,Zona Sul,Fundamental,True,614,2024-07-19,False
339,47,2827.95,Zona Oeste,Médio,False,504,2024-06-27,True
340,36,1347.22,Grande ABC,Fundamental,False,659,2024-05-25,True
341,52,6219.38,Baixada,Fundamental,False,717,2024-07-05,True
342,31,2802.85,Zona Norte,Técnico,True,691,2024-03-15,True
343,41,4281.76,Zona Norte,Superior,False,624,2024-08-29,True
344,41,1238.56,Zona Sul,Médio,False,620,2024-07-18,True
345,39,2310.12,Zona Leste,Médio,True,489,2024-06-18,True
346,29,2229.83,Zona Sul,Fundamental,False,581,2024-08-23,True
347,37,2263.39,Grande ABC,Superior,False,534,2024-04-15,True
348,54,2242.63,Zona Sul,Médio,False,520,2024-03-12,True
349,49,3333.62,Zona Oeste,Técnico,True,488,2024-11-11,True
350,38,2096.98,Zona Oeste,Médio,True,494,2024-08-15,True
351,40,3317.87,Baixada,Técnico,True,435,2024-04-17,True
352,39,8000.0,Zona Leste,Técnico,False,516,2024-10-04,False
353,47,5154.63,Zona Norte,Técnico,False,305,2024-09-01,True
354,41,2557.78,Zona Norte,Superior,True,570,2024-08-15,False
355,28,1205.09,Zona Norte,Médio,False,487,2024-11-15,False
356,31,3351.5,Zona Norte,Médio,False,546,2024-04-14,True
357,26,2076.02,Baixada,Técnico,False,502,2024-03-13,True
358,42,2936.55,Zona Norte,Médio,False,518,2024-04-12,True
359,32,1353.22,Zona Leste,Técnico,False,605,2024-04-29,False
360,39,2501.71,Zona Leste,Técnico,False,380,2024-05-05,True
361,37,800.0,Zona Sul,Médio,False,413,2024-01-28,False
362,44,6012.29,Zona Norte,Fundamental,False,548,2024-06-17,True
363,54,3687.15,Zona Sul,Médio,False,468,2024-10-28,True
364,37,1753.67,Grande ABC,Médio,False,439,2024-06-02,True
365,41,2200.89,Zona Sul,Fundamental,True,462,2024-06-19,True
366,29,2932.59,Zona Leste,Fundamental,False,562,2024-10-11,False
367,49,3622.72,Zona Oeste,Superior,False,300,2024-05-12,False
368,31,5082.41,Zona Norte,Médio,False,441,2024-10-18,False
369,35,1572.02,Baixada,Médio,False,707,2024-05-24,True
370,28,870.09,Zona Norte,Médio,False,518,2024-06-27,True
371,25,3348.38,Zona Leste,Médio,False,508,2024-01-19,False
372,52,2240.41,Zona Sul,Fundamental,False,552,2024-08-30,False
373,35,4326.88,Grande ABC,Médio,False,618,2024-07-15,True
374,46,5131.53,Zona Leste,Fundamental,True,549,2024-11-26,False
375,40,1199.75,Zona Sul,Médio,False,507,2024-02-24,True
376,52,4059.43,Zona Sul,Técnico,True,575,2024-05-13,True
377,36,3291.43,Zona Oeste,Médio,False,587,2024-04-05,True
378,35,2093.7,Zona Leste,Superior,False,604,2024-02-17,True
379,40,2076.86,Zona Oeste,Superior,False,456,2024-03-21,True
380,35,1503.46,Zona Leste,Médio,False,326,2024-08-25,False
381,29,4007.84,Zona Sul,Médio,False,495,2024-03-07,True
382,49,3756.47,Zona Leste,Médio,False,494,2024-08-12,True
383,51,3652.62,Zona Leste,Superior,True,566,2024-06-19,False
384,52,5132.33,Zona Leste,Fundamental,False,749,2024-05-22,True
385,52,1194.91,Zona Leste,Médio,False,616,2024-07-14,False
386,27,1200.63,Zona Sul,Superior,False,494,2024-10-15,True
387,35,2268.62,Zona Norte,Médio,False,719,2024-01-02,True
388,52,1396.62,Zona Oeste,Fundamental,True,546,2024-11-11,True
389,26,1357.91,Zona Oeste,Médio,False,613,2024-11-09,False
390,47,1572.37,Zona Leste,Médio,True,478,2024-03-16,False
391,51,6812.14,Zona Norte,Médio,True,538,2024-02-02,True
392,40,4286.05,Zona Norte,Superior,True,456,2024-11-03,True
393,25,3009.88,Zona Leste,Superior,False,444,2024-04-15,True
394,40,1894.24,Zona Leste,Fundamental,True,543,2024-02-16,False
395,54,1394.61,Zona Sul,Médio,False,415,2024-05-06,False
396,45,2280.21,Zona Norte,Fundamental,False,301,2024-11-05,True
397,35,2653.2,Zona Sul,Médio,False,394,2024-06-14,False
398,36,3134.14,Zona Norte,Superior,False,439,2024-01-19,False
399,32,2728.36,Zona Leste,Fundamental,True,544,2024-10-20,True
400,47,2367.99,Zona Oeste,Médio,False,550,2024-01-28,True
401,34,1384.92,Grande ABC,Médio,True,593,2024-06-08,True
402,31,2192.4,Zona Leste,Médio,True,427,2024-01-14,True
403,25,2190.6,Zona Oeste,Superior,True,573,2024-11-10,True
404,51,1919.75,Zona Sul,Fundamental,False,509,2024-12-24,True
405,32,2484.45,Zona Norte,Médio,False,524,2024-06-02,True
406,51,1516.55,Zona Sul,Técnico,False,618,2024-07-04,True
407,42,1682.35,Zona Sul,Técnico,False,511,2024-07-04,False
408,39,2812.58,Grande ABC,Médio,False,435,2024-02-15,False
409,29,3511.38,Zona Norte,Superior,True,401,2024-06-20,False
410,44,5001.77,Zona Oeste,Superior,True,353,2024-06-04,False
411,50,2168.82,Zona Leste,Médio,True,514,2024-03-31,True
412,41,1046.58,Zona Oeste,Médio,True,587,2024-08-23,False
